caption,tags,quote,actual_quote,child_len
"I’m female, age 7.","['xs', 'body', 'gender']",“I heard this woman on TV say she didn’t feel like a woman because of her weight. I just don’t want you to feel that way.”,I heard this woman on TV say she didn't feel like a woman because of her weight. I just don't want you to feel that way.,26
"Head of conference [middle aged Asian American male] is introducing a pioneer in the field who happens to be black and male. I’m 19 years old, black female. This happened today, May 2011. Made me feel trivialized, angry, somewhat defeated. I felt as though it was okay that less is expected of me because I am black. Damn.","['xs', 'race', 'internalization']",“[Black Male Scientist] is an excellent scientist. Not just an excellent *black* scientist - an excellent scientist.”,[Black Male Scientist] is an excellent scientist. Not just an excellent * black * scientist - an excellent scientist.,19
My boss,"['xs', 'race']","“Black people can have black history month, but if white people tried to have white history month, everyone would freak out!”","Black people can have black history month, but if white people tried to have white history month, everyone would freak out!",21
"Comments I usually hear regarding women who seem to have rapid mood changes. (usually made about women, but it’s been made about men, too)1. Can’t people have legit reasons for being happy one minute and being angry the next?2. Totally misses the fact that Bipolar people actually have a medical condition.Makes me feel like I’ve got a fake illness. I’ve had Bipolar I for over 10 years. It’s not something to pretend to have, joke about, or think is funny. Honestly it’s a pain in the butt.-white, Muslim, 25ish trans-man with Bipolar I","['xs', 'neurodiversity']","“She’s SO Bipolar, haha!”","She's SO Bipolar, haha!",4
"My partner, a black man, to me, a black woman.","['xs', 'gender', 'race']",“Your point that racism and sexism are at similar levels for me is a bit extreme… that is just what I’m saying.”,Your point that racism and sexism are at similar levels for me is a bit extreme … that is just what I'm saying.,23
"My boyfriend’s white mom over dinner to me, the only “person of color” at the table. Made me feel flustered, like I didn’t know whether to be ticked or shrug it off.  My natural african hair shouldn’t cost me my future job, or make me more profitable.","['xs', 'race', 'gender']","“Ahh! I love how straight it is!  You know, dear, when you wear your hair like that, it makes you look more…professional, or even exotic!”","Ahh! I love how straight it is! You know, dear, when you wear your hair like that, it makes you look more … professional, or even exotic!",27
"Screamed at me, over and over, by a man following me down the street in Los Angeles. I am an “ambiguous” looking woman of Jewish/Ukrainian descent and am regularly asked about my supposed ethnicity.","['xs', 'race']",“ARE YOU WHITE?”,ARE YOU WHITE?,3
,"['xs', 'ability']","“Wow, you’re deaf, but your English is good.”","Wow, you're deaf, but your English is good.",8
"Elderly white lady, whose rebellious son married a black woman and moved to a predominantly black neighborhood.","['xs', 'race']","“I love my grandkids, even though they are black.”","I love my grandkids, even though they are black.",9
Said to me by an almost complete stranger after I handed him a beer at a company BBQ. It made me feel like a trained dog.,"['xs', 'gender', 'patriarchy']",“That’s my girl!”,That's my girl!,3
"Random slur by some white teenagers as I walked home from work. I was born in Canada, raised in Canada, but my parents just happen to be Vietnamese. Made me feel pretty shocked & angry.","['race', 'xs']",“Go back to Japan!”,Go back to Japan!,4
"My mom, in reference to the fact that I’m disabled and was buying food with food stamps at a grocery store.","['xs', 'class', 'body']","“I feel so shiftless, no good and guilty.  I might go wait by the bench.”","I feel so shiftless, no good and guilty. I might go wait by the bench.",15
Gay man in front of me (trans).,"['xs', 'trans*']",“Hot tranny mess.”,Hot tranny mess.,3
My high school English teacher. I’m Asian and English IS my first language.,"['race', 'xs']","“If I didn’t know what you looked like, I would have thought English was your first language.”","If I didn't know what you looked like, I would have thought English was your first language.",17
All the time throughout high school and college.,"['xs', 'ability']",“I wish I had [your disability] so I could skip class and get extra time on tests!”,I wish I had [your disability] so I could skip class and get extra time on tests!,17
My friend earlier today when ranting about a woman who HE DIDN’T THINK WAS DOING HER JOB PROPERLY.,"['xs', 'gender']","“And when I call her a bitch, I’m not being sexist. I call men bitches too.”","And when I call her a bitch, I'm not being sexist. I call men bitches too.",16
"I have encountered this often to my surprise. It’s always when I run into or are hanging with a friend…. a white friend….. while rock climbing (I’m black). The friend or I, are always asked  by a white friend of my friend as if to imply where do know this black dude from and what the hell is he doing rock climbing. I’ve been rock climbing for almost 20 years, managed a rock climbing gym and guided rock climbing for at least 10 years.  I know lots of  climbers. This question is usually asked by someone who is new to climbing and to the climbing scene.  Next time I’m ask, I’ll answer, “We use to rob banks together in the 80’s.” I’m Black  and this comes from someone white; always. Makes me aggravated.","['xs', 'race']",“So where do you know each other from?”,So where do you know each other from?,8
